,response,in_tokens,out_tokens
33,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5599,39
34,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5588,42
35,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5483,39
36,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5462,36
37,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5640,42
38,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6193,45
39,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5560,36
40,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5480,36
41,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5630,39
42,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6064,45
43,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5706,39
44,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6850,42
45,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5808,42
46,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5648,36
47,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5600,36
48,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5492,39
49,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5477,36
50,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5540,39
51,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5911,42
52,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6402,42
53,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5887,39
54,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5504,36
55,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5462,36
56,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5552,36
57,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5725,36
58,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5470,39
59,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5480,36
60,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5585,36
61,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",7207,45
62,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5572,36
63,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5496,36
64,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5799,39
65,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [10, 11, 12, 14],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5878,45
66,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5819,45
67,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5709,36
68,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5993,39
69,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5766,42
70,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5574,36
71,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5561,39
72,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5525,39
73,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5480,36
74,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6203,39
75,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5535,36
76,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5505,42
77,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13, 14],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5575,42
78,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5723,36
79,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5468,36
80,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5941,42
81,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5469,36
82,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5494,36
83,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6030,39
84,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5585,42
85,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5544,39
86,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5834,42
87,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5484,36
88,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6207,42
89,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5497,39
90,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5529,36
91,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5557,36
92,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5572,39
93,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5516,42
94,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5596,39
95,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5792,42
96,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5691,39
97,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5513,36
98,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",7342,42
99,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6206,45
100,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 10],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5560,39
101,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5474,36
102,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5940,36
103,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [7, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5487,39
104,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5461,36
105,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5641,42
106,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5939,42
107,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [4, 7, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5658,42
108,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5471,36
109,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5489,36
110,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5778,36
111,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5539,36
112,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",7536,42
113,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5869,36
114,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [11, 12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6415,42
115,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6031,39
116,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5485,39
117,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5633,36
118,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5500,39
119,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5516,42
120,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6436,39
121,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5783,36
122,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5488,36
123,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6131,39
124,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5606,39
125,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5502,36
126,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5483,36
127,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5519,36
128,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5534,39
129,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5487,36
130,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5886,39
131,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5574,42
132,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5761,42
133,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10, 11, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5559,42
134,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6487,42
135,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5925,42
136,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5541,39
137,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5495,36
138,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5467,36
139,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5497,39
140,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5538,36
141,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [1, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5519,39
142,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5497,36
143,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5472,36
144,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5501,36
145,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6382,42
146,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6242,36
147,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5468,36
148,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5496,36
149,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5568,39
150,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5679,39
151,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5512,39
152,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5494,36
153,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5560,42
154,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5810,36
155,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5917,45
156,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5538,36
157,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5465,36
158,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5476,36
159,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5528,39
160,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5467,36
161,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5608,39
162,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3, 8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5523,39
163,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6, 7, 12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5709,45
164,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5473,36
165,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5492,36
166,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5607,39
167,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5452,36
168,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [5, 7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6181,45
169,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5448,36
170,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5475,36
171,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5535,42
172,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5594,39
173,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5486,36
174,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5910,42
175,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [1, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5520,39
176,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5456,36
177,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [4, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5472,39
178,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [2, 6, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5643,42
179,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5574,42
180,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6, 7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6433,42
181,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5526,36
182,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5493,36
183,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6094,39
184,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5657,39
185,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5838,45
186,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5457,36
187,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5773,39
188,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5464,36
