,response,in_tokens,out_tokens
49,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11]
}
```",40,679
50,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [6, 7, 10, 11]
}
```",43,539
51,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [2, 6, 7]
}
```",40,469
52,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,427
53,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [3]
}
```",34,398
54,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [6, 7]
}
```",37,398
55,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [1, 7]
}
```",37,415
56,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [7]
}
```",34,403
57,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,409
58,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 4, 7]
}
```",40,405
59,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,399
60,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,410
61,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,403
62,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,410
63,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,403
64,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [6, 7]
}
```",37,410
65,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,406
66,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7]
}
```",37,405
67,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7]
}
```",37,401
68,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 8]
}
```",40,412
69,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,400
70,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7]
}
```",37,400
71,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 11]
}
```",37,404
72,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [9]
}
```",34,411
73,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [9]
}
```",34,412
74,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11]
}
```",40,407
75,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [6, 7]
}
```",37,418
76,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7]
}
```",37,407
77,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [6, 7]
}
```",37,409
78,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [3, 7]
}
```",37,411
79,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,402
80,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,406
81,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,405
82,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [6, 7]
}
```",37,408
83,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [6, 7]
}
```",37,405
84,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,426
85,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,412
86,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7]
}
```",37,400
87,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [6, 7]
}
```",37,423
88,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,613
89,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11]
}
```",40,638
90,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [12, 13]
}
```",37,587
91,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1811
92,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 13]
}
```",43,634
93,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [2, 3, 6, 7]
}
```",43,520
94,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9]
}
```",34,428
95,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12, 13]
}
```",46,815
96,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1535
97,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,2055
98,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [5, 6, 7, 11, 12]
}
```",46,1777
99,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10]
}
```",40,467
100,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 12, 13]
}
```",43,697
101,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [11, 12]
}
```",37,694
102,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [10, 11, 12]
}
```",40,2669
103,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9]
}
```",37,480
104,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11]
}
```",40,1321
105,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 11]
}
```",37,457
106,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,508
107,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,479
108,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,425
109,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,489
110,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [12, 13]
}
```",37,587
111,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1305
112,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,483
113,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 12]
}
```",40,434
114,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [3, 5, 7]
}
```",40,570
115,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7, 9]
}
```",40,517
116,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7]
}
```",37,421
117,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7, 11]
}
```",40,476
118,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1737
119,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [10, 11, 12]
}
```",40,2965
120,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1832
121,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11, 12]
}
```",46,2897
122,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 9, 10, 11]
}
```",46,1002
123,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 10, 11]
}
```",40,2284
124,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 11]
}
```",37,511
125,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [7, 10, 11, 12]
}
```",43,535
126,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [11, 12]
}
```",37,530
127,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11]
}
```",40,1405
128,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11]
}
```",40,679
129,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12]
}
```",40,1104
130,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [5, 7, 10, 11]
}
```",43,1666
131,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1195
132,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11]
}
```",43,895
133,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [2, 5, 6, 7]
}
```",43,835
134,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1094
135,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11]
}
```",43,1099
136,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 11]
}
```",37,541
137,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 10, 11, 12]
}
```",46,1684
138,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 10, 11]
}
```",40,1402
139,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 11]
}
```",37,634
140,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,524
141,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 9, 10, 11, 12, 13]
}
```",52,516
142,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,424
143,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [7, 10, 11, 12, 13]
}
```",46,858
144,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1374
145,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12]
}
```",43,3127
146,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,428
147,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,2362
148,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [11, 12]
}
```",37,550
149,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11]
}
```",43,1731
150,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,546
151,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 11]
}
```",37,860
152,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [11, 12]
}
```",37,833
153,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [10, 11]
}
```",37,570
154,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [2, 5]
}
```",37,513
155,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [12]
}
```",34,794
156,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [11]
}
```",34,711
157,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9]
}
```",34,814
158,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11]
}
```",43,924
159,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7, 8]
}
```",40,431
160,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10]
}
```",37,438
161,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 11]
}
```",37,976
162,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 9, 10, 11, 13]
}
```",49,604
163,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12, 13]
}
```",46,626
164,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [2, 6, 7, 9, 11]
}
```",46,1537
165,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11, 12]
}
```",46,614
166,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 11, 12]
}
```",40,1145
167,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [2, 5, 7, 10, 11]
}
```",46,726
168,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [6, 7]
}
```",37,407
169,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,408
170,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7]
}
```",37,402
171,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [3]
}
```",34,412
172,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,412
173,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,412
174,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7]
}
```",34,418
175,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [7]
}
```",34,410
176,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 11]
}
```",37,422
177,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [3]
}
```",34,413
178,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7]
}
```",37,417
179,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10]
}
```",37,426
180,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12, 13]
}
```",46,1617
181,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,462
182,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [4, 7, 10, 11, 12]
}
```",46,1218
183,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [3, 6, 7]
}
```",40,430
184,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,1869
185,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 8, 10, 11]
}
```",43,1429
186,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 10, 11, 12]
}
```",46,556
187,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12]
}
```",43,501
188,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 11]
}
```",37,459
189,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,461
190,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11]
}
```",40,584
191,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 10]
}
```",37,443
192,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11]
}
```",43,536
193,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11]
}
```",40,489
194,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [9, 10, 11, 12]
}
```",43,1880
195,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11]
}
```",40,1110
196,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 11]
}
```",37,441
197,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11]
}
```",40,1818
198,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,768
199,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11]
}
```",43,1006
200,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 9, 11]
}
```",43,664
201,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [3, 7]
}
```",37,539
202,"```json
{
  ""describes_antisemitic_event"": false,
  ""category"": ""A"",
  ""type_of_expression"": [0]
}
```",34,425
203,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [10, 11, 12]
}
```",40,451
204,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11]
}
```",40,405
205,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [12]
}
```",34,409
206,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [11, 12]
}
```",37,501
207,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 10, 11, 12]
}
```",46,683
208,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9]
}
```",37,722
209,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""D"",
  ""type_of_expression"": [13]
}
```",34,733
210,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11]
}
```",40,559
211,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""C"",
  ""type_of_expression"": [2, 3, 5, 6, 7, 11]
}
```",49,493
212,"```json
{
  ""describes_antisemitic_event"": true,
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11, 12]
}
```",46,625
