,response,in_tokens,out_tokens
30,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3, 5],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5483,39
31,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5559,36
32,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [5, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5714,39
33,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [6, 7, 8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5784,42
34,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6960,36
35,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [5, 12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5817,42
36,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [4, 7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",10955,48
37,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5884,39
38,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6604,36
39,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [5, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5668,39
40,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6809,39
41,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5687,42
42,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5635,39
43,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [2, 5, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5618,42
44,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5583,36
45,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [2, 6, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5679,42
46,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6889,39
47,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6468,45
48,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6163,39
49,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5751,39
50,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5611,39
51,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5541,36
52,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5499,36
53,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5470,36
54,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5470,36
55,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [1],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5487,36
56,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5475,36
57,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5481,36
58,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5477,36
59,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5471,36
60,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5482,36
61,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5475,36
62,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5482,36
63,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5475,36
64,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5482,36
65,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5478,36
66,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5477,36
67,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5473,36
68,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5484,36
69,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5472,36
70,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5472,36
71,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5476,36
72,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5483,36
73,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [0],
  ""other_category"": """",
  ""other_type_of_expression"": ""threats of violence""
}
```",5484,41
74,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5479,36
75,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5490,36
76,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5479,36
77,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5481,36
78,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5483,36
79,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5474,36
80,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5478,36
81,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5477,36
82,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5480,36
83,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5477,36
84,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5498,36
85,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5484,36
86,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5472,36
87,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5495,36
88,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5685,39
89,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5710,42
90,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5659,39
91,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6883,39
92,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5706,39
93,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [2, 3, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5592,42
94,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5500,36
95,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13, 14],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5887,42
96,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6607,36
97,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",7127,42
98,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6849,45
99,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5539,36
100,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5769,39
101,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5766,42
102,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",7741,42
103,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5552,36
104,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6393,42
105,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5529,36
106,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5580,45
107,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5551,36
108,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 13],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5497,39
109,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5561,36
110,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [4, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5659,39
111,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6377,39
112,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5555,36
113,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [10],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5506,36
114,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3, 5],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5642,39
115,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3, 9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5589,39
116,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5493,36
117,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5548,36
118,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6809,39
119,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",8037,48
120,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6904,39
121,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",7969,48
122,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6074,42
123,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",7356,45
124,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5583,42
125,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5607,42
126,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5602,39
127,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6477,42
128,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5751,39
129,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6176,42
130,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6738,42
131,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6267,36
132,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5967,42
133,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5907,39
134,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6166,36
135,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6171,45
136,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5613,39
137,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6756,42
138,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6474,42
139,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5706,39
140,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [5, 7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5596,42
141,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12, 9, 4],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5588,42
142,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5496,36
143,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5930,45
144,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6446,42
145,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",8199,48
146,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5500,39
147,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",7434,45
148,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5622,39
149,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6803,42
150,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5618,39
151,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5932,39
152,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5905,42
153,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5642,39
154,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [2],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5585,36
155,"```json
{
  ""category"": ""D"",
  ""type_of_expression"": [12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5866,36
156,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5783,39
157,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5886,36
158,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5996,45
159,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5503,36
160,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5510,36
161,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6048,42
162,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5676,45
163,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5698,42
164,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [6, 7, 9],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6609,42
165,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 9, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5686,48
166,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [9, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6217,42
167,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [2, 5, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5798,42
168,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5479,36
169,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5480,36
170,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5474,36
171,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5484,36
172,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5484,36
173,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5484,36
174,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5490,36
175,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5482,36
176,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3, 7],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5494,39
177,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5485,36
178,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [3],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5489,36
179,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [2, 7, 8],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5498,42
180,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6689,48
181,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5534,39
182,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6290,45
183,"```json
{
  ""category"": ""C"",
  ""type_of_expression"": [3, 6],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5502,39
184,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 9, 10, 11, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6941,48
185,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [7, 10, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",6501,42
186,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 12],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5628,42
187,"```json
{
  ""category"": ""B"",
  ""type_of_expression"": [4, 7, 11],
  ""other_category"": """",
  ""other_type_of_expression"": """"
}
```",5573,42
