,response,in_tokens,out_tokens
35,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",378,25
36,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",387,26
37,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",380,26
38,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",388,26
39,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,26
40,"```json
{
  ""type_of_incident"": [0],
  ""other_type_of_incident"": ""Symbolic Violence""
}
```",423,30
41,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",407,26
42,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",395,26
43,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",409,26
44,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",402,26
45,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,26
46,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",411,26
47,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",383,26
48,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",384,26
49,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",398,26
50,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",376,26
51,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",390,26
52,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",416,26
53,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",413,26
54,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",411,26
55,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",386,26
56,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",400,26
57,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",410,26
58,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",403,26
59,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,26
60,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",420,26
61,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",401,26
62,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",403,26
63,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",397,26
64,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",410,26
65,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",417,26
66,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,26
67,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",383,26
68,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",407,29
69,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",376,26
70,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",382,26
71,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",382,26
72,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",398,26
73,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",390,26
74,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",388,26
75,"```json
{
  ""type_of_incident"": [0],
  ""other_type_of_incident"": ""Confidential""
}
```",364,29
76,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",377,26
77,"```json
{
  ""type_of_incident"": [2, 3],
  ""other_type_of_incident"": """"
}
```",403,29
78,"```json
{
  ""type_of_incident"": [2, 3],
  ""other_type_of_incident"": """"
}
```",405,28
79,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,26
80,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",383,26
81,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",384,26
82,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",397,26
83,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",383,26
84,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",440,29
85,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
86,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",398,26
87,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",402,26
88,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",401,26
89,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",388,26
90,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",414,26
91,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",397,26
92,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",378,26
93,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",384,26
94,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",393,26
95,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",399,26
96,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",380,26
97,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",410,25
98,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",388,25
99,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
100,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",392,26
101,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",385,26
102,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",386,26
103,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",378,26
104,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",389,26
105,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",386,26
106,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",386,26
107,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",415,26
108,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",371,26
109,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",409,26
110,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",391,26
111,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",383,26
112,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
113,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",390,26
114,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
115,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",393,26
116,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",394,25
117,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
118,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",378,26
119,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",378,29
120,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
121,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",374,26
122,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",403,26
123,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",376,26
124,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",397,26
125,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",424,26
126,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",391,26
127,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",381,26
128,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",395,26
129,"```json
{
  ""type_of_incident"": [1],
  ""other_type_of_incident"": """"
}
```",378,26
130,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",401,25
131,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",389,26
132,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",384,26
133,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",385,26
134,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",382,25
135,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,26
136,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",391,26
137,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",393,26
138,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",379,26
139,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",430,26
140,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,25
141,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",395,26
142,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",404,26
143,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",431,29
144,"```json
{
  ""type_of_incident"": [2, 3],
  ""other_type_of_incident"": """"
}
```",409,29
145,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",407,26
146,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",389,26
147,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",404,26
148,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",391,26
149,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",386,26
150,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",386,26
151,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",384,29
152,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",381,26
153,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",376,26
154,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
155,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",382,26
156,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",373,26
157,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",382,26
158,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",391,26
159,"```json
{
  ""type_of_incident"": [0],
  ""other_type_of_incident"": ""Threat""
}
```",370,28
160,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",397,26
161,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",373,26
162,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
163,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",374,26
164,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",413,26
165,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",377,26
166,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",377,26
167,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",419,26
168,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",390,26
169,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",429,26
170,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",400,26
171,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",385,26
172,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",376,26
173,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",404,26
174,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
175,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",372,25
176,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",370,26
177,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",395,26
178,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",421,26
179,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",380,26
180,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",385,26
181,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",387,26
182,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",384,26
183,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",374,26
184,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",386,26
185,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",389,26
186,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",384,26
187,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",380,26
188,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",418,26
189,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",416,26
190,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",380,26
191,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",430,26
192,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",432,26
193,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",400,26
194,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",412,26
195,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",402,26
196,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",413,26
197,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",392,26
198,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",381,26
199,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",389,26
200,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",374,26
201,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",382,26
202,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",381,26
203,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",410,26
204,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",377,26
205,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",391,26
206,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",378,26
207,"```json
{
  ""type_of_incident"": [0],
  ""other_type_of_incident"": ""Bomb Threat""
}
```",437,29
208,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",437,26
209,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",397,26
210,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",430,26
211,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",418,26
212,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",385,26
213,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",384,26
214,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",416,26
215,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",416,26
216,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",385,26
217,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",394,26
218,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",400,26
219,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",395,26
220,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",385,26
221,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",381,26
222,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",381,29
223,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",382,26
224,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",402,26
225,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",374,26
226,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",375,26
227,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",386,25
228,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",403,26
229,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",407,26
230,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",385,26
231,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",393,26
232,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",385,26
233,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,26
234,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",387,29
235,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",400,26
236,"```json
{
  ""type_of_incident"": [1],
  ""other_type_of_incident"": """"
}
```",377,26
237,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",376,26
238,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",389,26
239,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",371,26
240,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",372,26
241,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",409,26
242,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",390,26
243,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",372,26
244,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",372,26
245,"```json
{
  ""type_of_incident"": [2, 3],
  ""other_type_of_incident"": """"
}
```",381,29
246,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",374,26
247,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",375,26
248,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",375,29
249,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",381,26
250,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",380,26
251,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",380,26
252,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",372,26
253,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",371,26
254,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",409,25
255,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",381,26
256,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",400,26
257,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",412,26
258,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",375,26
259,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",407,26
260,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",390,29
261,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",434,26
262,"```json
{
  ""type_of_incident"": [1, 2],
  ""other_type_of_incident"": """"
}
```",393,29
263,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",432,26
264,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",435,26
265,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",432,26
266,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",434,26
267,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",432,26
268,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",398,26
269,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",449,26
270,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",446,26
271,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",449,26
272,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",431,26
273,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",419,26
274,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",431,26
275,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",445,26
276,"```json
{
  ""type_of_incident"": [0],
  ""other_type_of_incident"": ""Threat""
}
```",447,28
277,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",447,26
278,"```json
{
  ""type_of_incident"": [0],
  ""other_type_of_incident"": ""Threat""
}
```",447,28
279,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",432,26
280,"```json
{
  ""type_of_incident"": [2, 0],
  ""other_type_of_incident"": ""Threat""
}
```",446,31
281,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",446,26
282,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",446,26
283,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",449,26
284,"```json
{
  ""type_of_incident"": [2, 0],
  ""other_type_of_incident"": ""Bomb Threat""
}
```",446,32
285,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",446,26
286,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",432,26
287,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",406,25
288,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",408,26
289,"```json
{
  ""type_of_incident"": [2, 3],
  ""other_type_of_incident"": """"
}
```",391,29
290,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",377,26
291,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",382,26
292,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",395,26
293,"```json
{
  ""type_of_incident"": [2],
  ""other_type_of_incident"": """"
}
```",377,26
294,"```json
{
  ""type_of_incident"": [3],
  ""other_type_of_incident"": """"
}
```",382,26
